392,91.2,72.2,47.9,14.12,72.2,438,6.09,-0.522,+0.523,0.393,-0.600,0
396,100.4,66.6,46.5,7.86,66.6,188,3.15,+0.027,+0.283,0.574,-0.600,1
397,75.3,67.0,47.9,11.38,67.0,418,6.30,-0.531,+0.028,0.563,-0.600,0
398,64.8,63.1,43.3,12.09,63.1,433,6.73,+0.447,-0.117,0.484,-0.600,0
400,76.7,67.8,48.0,8.73,67.8,193,3.10,+0.165,+0.251,0.496,-0.600,1
403,66.3,65.4,42.8,12.25,65.4,435,6.73,+0.523,-0.251,0.466,-0.600,0
405,105.8,67.0,45.6,7.85,67.0,190,3.17,-0.291,+0.277,0.595,-0.600,0
406,96.1,96.2,47.6,10.25,96.2,2595,26.97,-0.106,+0.832,0.089,-0.600,0
408,66.4,64.8,43.9,11.80,64.8,428,6.64,+0.485,-0.139,0.550,-0.600,0
409,101.3,64.5,41.8,10.87,64.5,183,3.15,+0.266,+0.083,0.593,-0.600,1
410,107.7,107.8,43.5,18.00,107.8,2645,26.97,-0.271,+0.793,0.115,-0.600,0
413,70.5,66.7,47.1,11.62,66.7,425,6.54,+0.368,-0.192,0.584,-0.600,0
416,70.8,67.3,42.9,13.34,67.3,446,6.74,+0.526,-0.138,0.457,-0.600,0
419,76.4,63.5,43.9,12.30,63.5,427,6.64,+0.391,+0.033,0.591,-0.600,1
421,76.4,68.4,49.7,9.54,68.4,483,6.91,+0.557,+0.362,0.422,-0.600,1
424,70.6,67.3,47.5,8.37,67.3,192,3.14,+0.236,+0.066,0.524,-0.600,0
426,101.3,65.1,43.4,8.53,65.1,182,3.10,-0.110,+0.321,0.525,-0.600,0
429,66.3,63.9,43.9,11.96,63.9,435,6.71,+0.472,-0.065,0.468,-0.600,0
431,71.3,71.3,43.8,12.75,71.3,466,6.82,+0.520,-0.032,0.400,-0.600,0
434,101.5,62.7,42.7,9.85,62.7,179,3.16,+0.093,+0.287,0.584,-0.600,1
435,65.4,60.9,39.8,11.40,60.9,398,6.55,+0.454,+0.058,0.540,-0.600,0
436,96.6,97.2,40.8,18.35,97.2,2494,26.97,-0.308,+0.815,0.126,-0.600,0
437,67.9,67.7,44.0,12.11,67.7,437,6.68,+0.496,-0.192,0.498,-0.600,0
438,102.5,102.7,46.3,11.65,102.7,2711,26.96,+0.141,+0.848,0.095,-0.600,0
